coord/lon,coord/lat,weather/0/id,weather/0/main,weather/0/description,weather/0/icon,base,main/temp,main/feels_like,main/temp_min,main/temp_max,main/pressure,main/humidity,visibility,wind/speed,wind/deg,clouds/all,dt,sys/type,sys/id,sys/country,sys/sunrise,sys/sunset,timezone,id,name,cod,rain/1h,weather/1/id,weather/1/main,weather/1/description,weather/1/icon,wind/gust,main/sea_level,main/grnd_level,message,snow/1h,snow/3h
155.6333,-6.2167,804,Clouds,overcast clouds,04n,stations,299.75,302.73,299.75,299.75,1006,75,10000,2.3,322,100,1610118147,,,PG,1610134228,1610179080,39600,2094027,Kieta,200,,,,,,,1006,1004,,,
-91.75,15.8,804,Clouds,overcast clouds,04d,stations,286.15,286.25,286.15,286.15,1020,100,10000,1.19,288,90,1610118267,1,7073,GT,1610109383,1610149853,-21600,3592217,Nentón,200,,,,,,,1020,924,,,
-105.2,20.7,803,Clouds,broken clouds,04d,stations,295.98,295.39,295.98,295.98,1017,46,10000,1.14,70,66,1610118126,,,MX,1610113141,1610152554,-21600,4004293,Ixtapa,200,,,,,,,1017,1009,,,
50.2788,-14.9003,800,Clear,clear sky,01d,stations,299.71,301.99,299.71,299.71,1008,75,10000,3.27,134,2,1610118267,,,MG,1610072199,1610118844,10800,1071296,Antalaha,200,,,,,,,1008,1006,,,
20.1347,54.675,600,Snow,light snow,13n,stations,273.62,270.16,273.15,274.15,1011,93,7000,2,130,90,1610118267,1,8934,RU,1610089155,1610116361,7200,485660,Tsimmerbude,200,,,,,,,,,,0.12,
80.5353,5.9485,803,Clouds,broken clouds,04n,stations,298.22,302.39,298.22,298.22,1009,87,10000,1.34,30,79,1610118268,,,LK,1610067027,1610109488,19800,1235846,Matara,200,,,,,,,1009,1008,,,
16.2072,58.9959,600,Snow,light snow,13n,stations,273.8,269.24,273.15,274.15,1016,93,10000,3.6,30,75,1610118268,1,1793,SE,1610091818,1610115584,3600,2701223,Katrineholm,200,,,,,,,,,,0.13,
146.4,-34.5667,800,Clear,clear sky,01n,stations,292.59,289.42,292.04,293.15,1021,45,10000,3.6,70,0,1610118268,1,9561,AU,1610133092,1610184649,39600,2160413,Leeton,200,,,,,,,,,,,
20.6473,8.4109,804,Clouds,overcast clouds,04d,stations,308.97,304.82,308.97,308.97,1005,10,10000,2.98,24,100,1610118268,,,CF,1610081648,1610123622,3600,237379,Ndélé,200,,,,,,,1005,950,,,
8.834,63.7256,803,Clouds,broken clouds,04n,stations,269.15,260.59,269.15,269.15,1017,80,10000,8.23,120,75,1610118268,1,1647,NO,1610096438,1610114504,3600,3139597,Sistranda,200,,,,,,,,,,,
73.1033,51.6199,801,Clouds,few clouds,02n,stations,244.7,238.17,244.7,244.7,1047,86,10000,3.85,223,21,1610118268,,,KZ,1610075500,1610104584,21600,1524302,Ereymentau,200,,,,,,,1047,992,,,
101.3689,6.8662,802,Clouds,scattered clouds,03n,stations,299.03,299.08,299.03,299.03,1010,81,10000,6.92,90,48,1610118268,,,TH,1610062117,1610104396,25200,1604771,Yaring,200,,,,,,,1010,1010,,,
34.8709,41.7711,803,Clouds,broken clouds,04n,stations,288.15,286.97,288.15,288.15,1014,63,10000,1.03,0,75,1610117975,1,7004,TR,1610082449,1610115992,10800,739598,Sinop Province,200,,,,,,,,,,,
92.75,11.6667,802,Clouds,scattered clouds,03n,stations,300.44,302.82,300.44,300.44,1010,82,10000,4.86,71,27,1610118143,,,IN,1610064668,1610105983,19800,1259385,Port Blair,200,,,,,,,1010,1010,,,
49.8164,7.9803,800,Clear,clear sky,01n,stations,296.95,291.58,296.95,296.95,1011,60,10000,10.27,54,0,1610117941,,,SO,1610074603,1610116662,10800,60019,Eyl,200,,,,,,,1011,1006,,,
0.205,10.8639,800,Clear,clear sky,01d,stations,310.74,306.37,310.74,310.74,1006,8,10000,2.96,99,7,1610118269,,,TG,1610086802,1610128284,0,2367164,Dapaong,200,,,,,,,1006,970,,,
-77.6125,37.6985,804,Clouds,overcast clouds,04d,stations,276.27,272.47,275.37,277.04,1019,65,10000,2.06,0,90,1610118269,1,5176,US,1610108747,1610143702,-18000,4794814,Wyndham,200,,,,,,,,,,,
23.4333,-3.4833,804,Clouds,overcast clouds,04d,stations,295.3,297.7,295.3,295.3,1010,86,10000,1.64,198,100,1610118269,,,CD,1610079808,1610124124,7200,211647,Lodja,200,,,,,,,1010,957,,,
-80.7361,-4.0761,804,Clouds,overcast clouds,04d,stations,298.04,300.16,298.04,298.04,1015,61,10000,0.28,310,99,1610118269,,,PE,1610104759,1610149190,-18000,3814639,Papayal,200,,,,,,,1015,985,,,
-53.0572,-25.7336,800,Clear,clear sky,01d,stations,302.08,303.16,302.08,302.08,1012,50,10000,2.12,170,1,1610118269,,,BR,1610095764,1610144895,-10800,3464579,Dois Vizinhos,200,,,,,,,1012,951,,,
-60.4388,-26.7852,800,Clear,clear sky,01d,stations,307.59,310.18,307.59,307.59,1009,42,10000,1.34,315,1,1610118269,3,2033293,AR,1610097403,1610146800,-10800,3840300,Presidencia Roque Sáenz Peña,200,,,,,,6.71,,,,,
62.3497,59.4307,804,Clouds,overcast clouds,04n,stations,256.17,252.34,256.17,256.17,1031,94,2115,0.47,25,99,1610118270,,,RU,1610080960,1610104287,18000,1506676,Gari,200,,,,,,,1031,1018,,,
11.0694,11.7091,803,Clouds,broken clouds,04d,stations,308.8,301.21,308.8,308.8,1008,10,10000,7.87,62,71,1610118270,,,NG,1610084279,1610125589,3600,2324767,Potiskum,200,,,,,,,1008,962,,,
129.55,-14.25,802,Clouds,scattered clouds,03n,stations,302.22,306.73,302.22,302.22,1005,80,10000,2.96,356,33,1610118270,,,AU,1610139670,1610186161,34200,2063039,Port Keats,200,,,,,,,1005,1003,,,
