coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,rain,message,snow
"{'lon': -39.2481, 'lat': -17.7125}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 303.28, 'feels_like': 303.61, 'temp_min': 303.28, 'temp_max': 303.28, 'pressure': 1013, 'humidity': 60, 'sea_level': 1013, 'grnd_level': 1012}",10000.0,"{'speed': 5.87, 'deg': 36}",{'all': 9},1610118136.0,"{'country': 'BR', 'sunrise': 1610093389, 'sunset': 1610140639}",-10800.0,3466980.0,Caravelas,200,,,
"{'lon': -134.4197, 'lat': 58.3019}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 278.16, 'feels_like': 273.97, 'temp_min': 277.04, 'temp_max': 279.15, 'pressure': 1001, 'humidity': 56}",10000.0,"{'speed': 2.5700000000000003, 'deg': 80}",{'all': 90},1610118141.0,"{'type': 1, 'id': 7729, 'country': 'US', 'sunrise': 1610127629, 'sunset': 1610152095}",-32400.0,5554072.0,Juneau,200,,,
"{'lon': 27.616, 'lat': 2.7739000000000003}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 305.74, 'feels_like': 305.66, 'temp_min': 305.74, 'temp_max': 305.74, 'pressure': 1004, 'humidity': 29, 'sea_level': 1004, 'grnd_level': 923}",10000.0,"{'speed': 1.09, 'deg': 351}",{'all': 15},1610118206.0,"{'country': 'CD', 'sunrise': 1610079419, 'sunset': 1610122505}",7200.0,215771.0,Isiro,200,,,
"{'lon': 13.2393, 'lat': 38.1711}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 287.27, 'feels_like': 283.62, 'temp_min': 287.04, 'temp_max': 288.15, 'pressure': 1007, 'humidity': 88}",10000.0,"{'speed': 6.17, 'deg': 60}",{'all': 75},1610118207.0,"{'type': 1, 'id': 6708, 'country': 'IT', 'sunrise': 1610087020, 'sunset': 1610121807}",3600.0,2525392.0,Capaci,200,,,
"{'lon': 147.3294, 'lat': -42.8794}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 288.15, 'feels_like': 287.03, 'temp_min': 288.15, 'temp_max': 288.15, 'pressure': 1023, 'humidity': 77}",10000.0,"{'speed': 2.06, 'deg': 120}",{'all': 90},1610117725.0,"{'type': 1, 'id': 9545, 'country': 'AU', 'sunrise': 1610131404, 'sunset': 1610185891}",39600.0,2163355.0,Hobart,200,,,
"{'lon': -58.6198, 'lat': -34.6534}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 300.32, 'feels_like': 300.08, 'temp_min': 299.15, 'temp_max': 301.48, 'pressure': 1012, 'humidity': 50}",10000.0,"{'speed': 3.09, 'deg': 190}",{'all': 0},1610118207.0,"{'type': 1, 'id': 8237, 'country': 'AR', 'sunrise': 1610095861, 'sunset': 1610147468}",-10800.0,3430545.0,Morón,200,,,
"{'lon': 100.3354, 'lat': 5.4112}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 301.14, 'feels_like': 302.83, 'temp_min': 300.93, 'temp_max': 301.48, 'pressure': 1007, 'humidity': 69}",8000.0,"{'speed': 4.12, 'deg': 50}",{'all': 20},1610117935.0,"{'type': 1, 'id': 9429, 'country': 'MY', 'sunrise': 1610062221, 'sunset': 1610104788}",28800.0,1735106.0,George Town,200,,,
"{'lon': -51.2894, 'lat': -0.115}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 306.15, 'feels_like': 309.16, 'temp_min': 306.15, 'temp_max': 306.15, 'pressure': 1011, 'humidity': 62}",10000.0,"{'speed': 4.63, 'deg': 50}",{'all': 40},1610118207.0,"{'type': 1, 'id': 8415, 'country': 'BR', 'sunrise': 1610098078, 'sunset': 1610141731}",-10800.0,3395042.0,Mazagão,200,,,
"{'lon': -120.4579, 'lat': 34.6391}","[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",stations,"{'temp': 280.79, 'feels_like': 278.44, 'temp_min': 279.15, 'temp_max': 283.15, 'pressure': 1022, 'humidity': 100}",805.0,"{'speed': 2.5700000000000003, 'deg': 100}",{'all': 90},1610118207.0,"{'type': 1, 'id': 4747, 'country': 'US', 'sunrise': 1610118562, 'sunset': 1610154459}",-28800.0,5367788.0,Lompoc,200,,,
"{'lon': -155.09, 'lat': 19.7297}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 290.46, 'feels_like': 288.72, 'temp_min': 289.82, 'temp_max': 291.15, 'pressure': 1018, 'humidity': 68}",10000.0,"{'speed': 3.09, 'deg': 240}",{'all': 1},1610118143.0,"{'type': 1, 'id': 7881, 'country': 'US', 'sunrise': 1610125008, 'sunset': 1610164640}",-36000.0,5855927.0,Hilo,200,,,
,,,,,,,,,,,,404,,city not found,
"{'lon': 110.3333, 'lat': 1.55}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 298.15, 'feels_like': 302.87, 'temp_min': 298.15, 'temp_max': 298.15, 'pressure': 1008, 'humidity': 94}",10000.0,"{'speed': 1.54, 'deg': 0}",{'all': 20},1610118165.0,"{'type': 1, 'id': 9366, 'country': 'MY', 'sunrise': 1610059441, 'sunset': 1610102767}",28800.0,1735634.0,Kuching,200,,,
"{'lon': 33.1782, 'lat': -12.2929}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,"{'temp': 297.62, 'feels_like': 301.5, 'temp_min': 297.62, 'temp_max': 297.62, 'pressure': 1005, 'humidity': 84, 'sea_level': 1005, 'grnd_level': 883}",7391.0,"{'speed': 0.86, 'deg': 245}",{'all': 100},1610118207.0,"{'country': 'ZM', 'sunrise': 1610076579, 'sunset': 1610122674}",7200.0,909299.0,Lundazi,200,{'1h': 2.64},,
"{'lon': 73.0833, 'lat': -0.6000000000000001}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 301.53, 'feels_like': 302.54, 'temp_min': 301.53, 'temp_max': 301.53, 'pressure': 1008, 'humidity': 78, 'sea_level': 1008, 'grnd_level': 1008}",10000.0,"{'speed': 7, 'deg': 311}",{'all': 100},1610118148.0,"{'country': 'MV', 'sunrise': 1610068173, 'sunset': 1610111921}",18000.0,1282256.0,Hithadhoo,200,,,
"{'lon': 135.4833, 'lat': -3.3667}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 297.56, 'feels_like': 301.37, 'temp_min': 297.56, 'temp_max': 297.56, 'pressure': 1008, 'humidity': 89, 'sea_level': 1008, 'grnd_level': 1008}",10000.0,"{'speed': 1.63, 'deg': 170}",{'all': 100},1610118208.0,"{'country': 'ID', 'sunrise': 1610139347, 'sunset': 1610183636}",32400.0,1634614.0,Nabire,200,,,
"{'lon': -73.65, 'lat': -37.6167}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 289.1, 'feels_like': 283.46, 'temp_min': 289.1, 'temp_max': 289.1, 'pressure': 1017, 'humidity': 60, 'sea_level': 1017, 'grnd_level': 1013}",10000.0,"{'speed': 7.46, 'deg': 193}",{'all': 76},1610118158.0,"{'country': 'CL', 'sunrise': 1610098991, 'sunset': 1610151555}",-10800.0,3883457.0,Lebu,200,,,
,,,,,,,,,,,,404,,city not found,
"{'lon': 108.2667, 'lat': -2.8833}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 300.01, 'feels_like': 303.82, 'temp_min': 300.01, 'temp_max': 300.01, 'pressure': 1008, 'humidity': 81, 'sea_level': 1008, 'grnd_level': 1008}",10000.0,"{'speed': 2.3, 'deg': 307}",{'all': 91},1610118208.0,"{'country': 'ID', 'sunrise': 1610059501, 'sunset': 1610103699}",25200.0,1636426.0,Manggar,200,,,
"{'lon': 76.2167, 'lat': 19.6}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 299.56, 'feels_like': 299.37, 'temp_min': 299.56, 'temp_max': 299.56, 'pressure': 1010, 'humidity': 53, 'sea_level': 1010, 'grnd_level': 960}",10000.0,"{'speed': 3.14, 'deg': 41}",{'all': 75},1610118208.0,"{'country': 'IN', 'sunrise': 1610069473, 'sunset': 1610109116}",19800.0,1260228.0,Partūr,200,,,
"{'lon': 167.3833, 'lat': -16.0667}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 299.39, 'feels_like': 303.89, 'temp_min': 299.39, 'temp_max': 299.39, 'pressure': 1006, 'humidity': 82, 'sea_level': 1006, 'grnd_level': 1005}",10000.0,"{'speed': 1, 'deg': 192}",{'all': 100},1610118208.0,"{'country': 'VU', 'sunrise': 1610130393, 'sunset': 1610177274}",39600.0,2135517.0,Norsup,200,{'1h': 0.35000000000000003},,
"{'lon': 117.1571, 'lat': 34.1805}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 268.73, 'feels_like': 264.73, 'temp_min': 268.73, 'temp_max': 268.73, 'pressure': 1032, 'humidity': 63, 'sea_level': 1032, 'grnd_level': 1027}",10000.0,"{'speed': 1.31, 'deg': 191}",{'all': 0},1610118209.0,"{'country': 'CN', 'sunrise': 1610061468, 'sunset': 1610097464}",28800.0,1787824.0,Xuzhou,200,,,
"{'lon': -16.7339, 'lat': 13.2019}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 306.15, 'feels_like': 304.01, 'temp_min': 306.15, 'temp_max': 306.15, 'pressure': 1010, 'humidity': 33}",10000.0,"{'speed': 5.14, 'deg': 360}",{'all': 0},1610118209.0,"{'type': 1, 'id': 2367, 'country': 'GM', 'sunrise': 1610091106, 'sunset': 1610132112}",0.0,2413419.0,Gunjur,200,,,
"{'lon': -133.0374, 'lat': 69.4541}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 254.15, 'feels_like': 248.36, 'temp_min': 254.15, 'temp_max': 254.15, 'pressure': 1004, 'humidity': 84}",10000.0,"{'speed': 3.09, 'deg': 170}",{'all': 1},1610118209.0,"{'type': 1, 'id': 942, 'country': 'CA', 'sunrise': 0, 'sunset': 0}",-25200.0,6170031.0,Tuktoyaktuk,200,,,
"{'lon': 13.2343, 'lat': -8.8368}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 302.15, 'feels_like': 303.47, 'temp_min': 302.15, 'temp_max': 302.15, 'pressure': 1007, 'humidity': 65}",10000.0,"{'speed': 4.63, 'deg': 260}",{'all': 20},1610117762.0,"{'type': 1, 'id': 2173, 'country': 'AO', 'sunrise': 1610081723, 'sunset': 1610127107}",3600.0,2240449.0,Luanda,200,,,
"{'lon': 114.1577, 'lat': 22.2855}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 280.88, 'feels_like': 273.03, 'temp_min': 274.82, 'temp_max': 282.59, 'pressure': 1025, 'humidity': 37}",10000.0,"{'speed': 7.34, 'deg': 19}",{'all': 99},1610118130.0,"{'type': 3, 'id': 2035800, 'country': 'HK', 'sunrise': 1610060667, 'sunset': 1610099705}",28800.0,1819729.0,Hong Kong,200,,,
"{'lon': 21.2869, 'lat': 29.1081}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 295.28, 'feels_like': 293.24, 'temp_min': 295.28, 'temp_max': 295.28, 'pressure': 1018, 'humidity': 29, 'sea_level': 1018, 'grnd_level': 1013}",10000.0,"{'speed': 0.84, 'deg': 335}",{'all': 52},1610118209.0,"{'country': 'LY', 'sunrise': 1610083784, 'sunset': 1610121179}",7200.0,88533.0,Awjilah,200,,,
,,,,,,,,,,,,404,,city not found,
"{'lon': -53.4616, 'lat': -33.6971}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 303.38, 'feels_like': 301.02, 'temp_min': 303.38, 'temp_max': 303.38, 'pressure': 1010, 'humidity': 30, 'sea_level': 1010, 'grnd_level': 1008}",10000.0,"{'speed': 3.7199999999999998, 'deg': 246}",{'all': 0},1610118151.0,"{'country': 'UY', 'sunrise': 1610094769, 'sunset': 1610146084}",-10800.0,3443061.0,Chui,200,,,
"{'lon': -169.9187, 'lat': -19.0595}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 296.15, 'feels_like': 300.32, 'temp_min': 296.15, 'temp_max': 296.15, 'pressure': 1013, 'humidity': 100}",10000.0,"{'speed': 1.54, 'deg': 120}",{'all': 0},1610118209.0,"{'type': 1, 'id': 7306, 'country': 'NU', 'sunrise': 1610124614, 'sunset': 1610172154}",-39600.0,4036284.0,Alofi,200,,,
"{'lon': 39.9086, 'lat': -16.2325}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 302.58, 'feels_like': 304.82, 'temp_min': 302.58, 'temp_max': 302.58, 'pressure': 1005, 'humidity': 71, 'sea_level': 1005, 'grnd_level': 1004}",10000.0,"{'speed': 4.78, 'deg': 110}",{'all': 74},1610118154.0,"{'country': 'MZ', 'sunrise': 1610074545, 'sunset': 1610121477}",7200.0,1052944.0,Angoche,200,,,
"{'lon': -73.2459, 'lat': -39.8142}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 291.15, 'feels_like': 288.72, 'temp_min': 291.15, 'temp_max': 291.15, 'pressure': 1018, 'humidity': 55}",10000.0,"{'speed': 3.09, 'deg': 220}",{'all': 0},1610118186.0,"{'type': 1, 'id': 8526, 'country': 'CL', 'sunrise': 1610098508, 'sunset': 1610151844}",-10800.0,3868707.0,Valdivia,200,,,
"{'lon': -74.8492, 'lat': 49.7834}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 254.15, 'feels_like': 248.36, 'temp_min': 254.15, 'temp_max': 254.15, 'pressure': 1023, 'humidity': 84}",10000.0,"{'speed': 3.09, 'deg': 350}",{'all': 1},1610118139.0,"{'type': 1, 'id': 859, 'country': 'CA', 'sunrise': 1610110503, 'sunset': 1610140619}",-18000.0,5919850.0,Chapais,200,,,
"{'lon': 98.7792, 'lat': 1.7427000000000001}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 298, 'feels_like': 302.57, 'temp_min': 298, 'temp_max': 298, 'pressure': 1009, 'humidity': 88, 'sea_level': 1009, 'grnd_level': 1008}",4160.0,"{'speed': 0.75, 'deg': 181}",{'all': 100},1610118210.0,"{'country': 'ID', 'sunrise': 1610062234, 'sunset': 1610105522}",25200.0,1213855.0,Sibolga,200,,,
"{'lon': 128.8694, 'lat': 71.6872}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 247.23, 'feels_like': 240.39, 'temp_min': 247.23, 'temp_max': 247.23, 'pressure': 1012, 'humidity': 89, 'sea_level': 1012, 'grnd_level': 1007}",720.0,"{'speed': 4.36, 'deg': 277}",{'all': 100},1610118150.0,"{'country': 'RU', 'sunrise': 0, 'sunset': 0}",32400.0,2015306.0,Tiksi,200,,,
"{'lon': 86.1778, 'lat': 69.4058}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,"{'temp': 251.78, 'feels_like': 242.49, 'temp_min': 251.78, 'temp_max': 251.78, 'pressure': 1028, 'humidity': 91, 'sea_level': 1028, 'grnd_level': 1023}",208.0,"{'speed': 8.03, 'deg': 181}",{'all': 100},1610118210.0,"{'country': 'RU', 'sunrise': 0, 'sunset': 0}",25200.0,1507116.0,Dudinka,200,,,{'1h': 0.16}
"{'lon': -72.225, 'lat': 7.7669}","[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}, {'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,"{'temp': 298.15, 'feels_like': 302.6, 'temp_min': 298.15, 'temp_max': 298.15, 'pressure': 1017, 'humidity': 88}",5000.0,"{'speed': 1.03, 'deg': 0}",{'all': 75},1610118210.0,"{'type': 1, 'id': 8587, 'country': 'VE', 'sunrise': 1610103879, 'sunset': 1610145983}",-14400.0,3628473.0,San Cristobal,200,{'1h': 2.25},,
"{'lon': -15.2082, 'lat': 64.2539}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 279.15, 'feels_like': 269.74, 'temp_min': 279.15, 'temp_max': 279.15, 'pressure': 994, 'humidity': 93}",10000.0,"{'speed': 11.83, 'deg': 210}",{'all': 90},1610118210.0,"{'type': 1, 'id': 76, 'country': 'IS', 'sunrise': 1610102636, 'sunset': 1610119850}",0.0,2630299.0,Hofn,200,,,
"{'lon': -105.2424, 'lat': 38.441}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 272.1, 'feels_like': 266.09, 'temp_min': 270.93, 'temp_max': 273.15, 'pressure': 1025, 'humidity': 47}",10000.0,"{'speed': 4.12, 'deg': 280}",{'all': 1},1610118210.0,"{'type': 1, 'id': 2746, 'country': 'US', 'sunrise': 1610115497, 'sunset': 1610150217}",-25200.0,5416005.0,Cañon City,200,,,
"{'lon': -35.1478, 'lat': -8.8978}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 302.26, 'feels_like': 302.7, 'temp_min': 302.26, 'temp_max': 302.26, 'pressure': 1014, 'humidity': 62, 'sea_level': 1014, 'grnd_level': 1012}",10000.0,"{'speed': 5.4, 'deg': 79}",{'all': 75},1610118211.0,"{'country': 'BR', 'sunrise': 1610093332, 'sunset': 1610138727}",-10800.0,3388456.0,São José da Coroa Grande,200,,,
,,,,,,,,,,,,404,,city not found,
"{'lon': -100.9176, 'lat': 32.7179}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,"{'temp': 273.15, 'feels_like': 267.57, 'temp_min': 273.15, 'temp_max': 273.15, 'pressure': 1028, 'humidity': 100}",402.0,"{'speed': 5.14, 'deg': 40}",{'all': 90},1610118211.0,"{'type': 1, 'id': 5879, 'country': 'US', 'sunrise': 1610113597, 'sunset': 1610150041}",-21600.0,5530921.0,Snyder,200,,,
"{'lon': 19.9167, 'lat': -11.7833}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 296.15, 'feels_like': 297.66, 'temp_min': 296.15, 'temp_max': 296.15, 'pressure': 1013, 'humidity': 83}",10000.0,"{'speed': 3.09, 'deg': 340}",{'all': 40},1610118034.0,"{'type': 1, 'id': 2172, 'country': 'AO', 'sunrise': 1610079816, 'sunset': 1610125804}",3600.0,3347719.0,Luena,200,,,
"{'lon': 59.5289, 'lat': 22.5667}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 291.59, 'feels_like': 284.54, 'temp_min': 291.59, 'temp_max': 291.59, 'pressure': 1019, 'humidity': 42, 'sea_level': 1019, 'grnd_level': 1018}",10000.0,"{'speed': 8.55, 'deg': 359}",{'all': 0},1610118211.0,"{'country': 'OM', 'sunrise': 1610073812, 'sunset': 1610112790}",14400.0,286245.0,Sur,200,,,
"{'lon': 135.6, 'lat': 70.0167}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 245.79, 'feels_like': 240.85, 'temp_min': 245.79, 'temp_max': 245.79, 'pressure': 1009, 'humidity': 86, 'sea_level': 1009, 'grnd_level': 1000}",1254.0,"{'speed': 1.6, 'deg': 215}",{'all': 100},1610118211.0,"{'country': 'RU', 'sunrise': 0, 'sunset': 0}",36000.0,2013921.0,Ust-Kuyga,200,,,
"{'lon': 45.0078, 'lat': 51.8718}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 274.31, 'feels_like': 268.79, 'temp_min': 274.31, 'temp_max': 274.31, 'pressure': 1013, 'humidity': 96, 'sea_level': 1013, 'grnd_level': 993}",10000.0,"{'speed': 5.17, 'deg': 218}",{'all': 100},1610118211.0,"{'country': 'RU', 'sunrise': 1610082313, 'sunset': 1610111261}",14400.0,580420.0,Atkarsk,200,,,
"{'lon': 55.4781, 'lat': -21.3393}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 295.99, 'feels_like': 294.35, 'temp_min': 292.59, 'temp_max': 300.15, 'pressure': 1008, 'humidity': 69}",10000.0,"{'speed': 5.66, 'deg': 140}",{'all': 0},1610118211.0,"{'type': 1, 'id': 2127, 'country': 'RE', 'sunrise': 1610070233, 'sunset': 1610118313}",14400.0,935214.0,Saint-Pierre,200,{'1h': 0.13},,
"{'lon': 110.2833, 'lat': -7.95}","[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10n'}]",stations,"{'temp': 299.38, 'feels_like': 303.1, 'temp_min': 299.38, 'temp_max': 299.38, 'pressure': 1009, 'humidity': 84, 'sea_level': 1009, 'grnd_level': 1005}",10000.0,"{'speed': 2.42, 'deg': 91}",{'all': 100},1610118212.0,"{'country': 'ID', 'sunrise': 1610058512, 'sunset': 1610103720}",25200.0,1650434.0,Bambanglipuro,200,{'1h': 7.7198},,
"{'lon': 70.6505, 'lat': 30.7048}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 286.72, 'feels_like': 283.74, 'temp_min': 286.72, 'temp_max': 286.72, 'pressure': 1018, 'humidity': 37, 'sea_level': 1018, 'grnd_level': 997}",10000.0,"{'speed': 1.25, 'deg': 34}",{'all': 0},1610118212.0,"{'country': 'PK', 'sunrise': 1610072146, 'sunset': 1610109116}",18000.0,1163724.0,Taunsa,200,,,
"{'lon': -25.0201, 'lat': 17.1503}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 300.15, 'feels_like': 294.92, 'temp_min': 300.15, 'temp_max': 300.15, 'pressure': 1014, 'humidity': 54}",10000.0,"{'speed': 10.8, 'deg': 70}",{'all': 20},1610118212.0,"{'type': 1, 'id': 2467, 'country': 'CV', 'sunrise': 1610093508, 'sunset': 1610133689}",-3600.0,3374351.0,Pombas,200,,,
"{'lon': -52.0986, 'lat': -32.035}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 307.31, 'feels_like': 301.96, 'temp_min': 306.48, 'temp_max': 308.15, 'pressure': 1010, 'humidity': 23}",10000.0,"{'speed': 7.72, 'deg': 210}",{'all': 0},1610118203.0,"{'type': 1, 'id': 8408, 'country': 'BR', 'sunrise': 1610094687, 'sunset': 1610145512}",-10800.0,3451138.0,Rio Grande,200,,,
"{'lon': 153.1586, 'lat': -27.0797}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 292.58, 'feels_like': 292.95, 'temp_min': 292.04, 'temp_max': 293.15, 'pressure': 1015, 'humidity': 88}",10000.0,"{'speed': 3.09, 'deg': 190}",{'all': 90},1610118212.0,"{'type': 1, 'id': 9485, 'country': 'AU', 'sunrise': 1610132520, 'sunset': 1610181976}",36000.0,2174933.0,Bongaree,200,,,
"{'lon': 167.6833, 'lat': -46.1333}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 285.93, 'feels_like': 282.13, 'temp_min': 285.93, 'temp_max': 285.93, 'pressure': 1011, 'humidity': 75}",10000.0,"{'speed': 4.92, 'deg': 247, 'gust': 7.6}",{'all': 70},1610118212.0,"{'type': 3, 'id': 2008959, 'country': 'NZ', 'sunrise': 1610125807, 'sunset': 1610181715}",46800.0,2180815.0,Tuatapere,200,,,
"{'lon': 72.9651, 'lat': 54.2111}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 247.74, 'feels_like': 241.99, 'temp_min': 247.74, 'temp_max': 247.74, 'pressure': 1042, 'humidity': 89, 'sea_level': 1042, 'grnd_level': 1025}",10000.0,"{'speed': 2.83, 'deg': 213}",{'all': 100},1610118212.0,"{'country': 'RU', 'sunrise': 1610076326, 'sunset': 1610103824}",21600.0,1496380.0,Odesskoye,200,,,
"{'lon': -81.7006, 'lat': 12.5847}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 302.15, 'feels_like': 304.85, 'temp_min': 302.15, 'temp_max': 302.15, 'pressure': 1015, 'humidity': 70}",10000.0,"{'speed': 3.6, 'deg': 50}",{'all': 20},1610118213.0,"{'type': 1, 'id': 8623, 'country': 'CO', 'sunrise': 1610106638, 'sunset': 1610147774}",-18000.0,3670218.0,San Andrés,200,,,
"{'lon': 39.5131, 'lat': 68.0531}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 258.98, 'feels_like': 253.39, 'temp_min': 258.98, 'temp_max': 258.98, 'pressure': 1028, 'humidity': 93, 'sea_level': 1028, 'grnd_level': 1025}",10000.0,"{'speed': 3.17, 'deg': 192}",{'all': 54},1610118213.0,"{'country': 'RU', 'sunrise': 1610094858, 'sunset': 1610101354}",10800.0,556268.0,Ostrovnoy,200,,,
"{'lon': -52.7314, 'lat': 47.6666}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 277.35, 'feels_like': 268.51, 'temp_min': 276.15, 'temp_max': 278.15, 'pressure': 992, 'humidity': 100}",10000.0,"{'speed': 10.8, 'deg': 260, 'gust': 13.38}",{'all': 75},1610118144.0,"{'type': 1, 'id': 998, 'country': 'CA', 'sunrise': 1610104680, 'sunset': 1610135822}",-12600.0,6167817.0,Torbay,200,,,
"{'lon': 65.6886, 'lat': 40.5614}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 268.15, 'feels_like': 264.37, 'temp_min': 268.15, 'temp_max': 268.15, 'pressure': 1036, 'humidity': 68}",7000.0,"{'speed': 1.03, 'deg': 120}",{'all': 0},1610118213.0,"{'type': 1, 'id': 9007, 'country': 'UZ', 'sunrise': 1610074837, 'sunset': 1610108807}",18000.0,1513087.0,Nurota,200,,,
"{'lon': 105.15, 'lat': 9.1769}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 297.5, 'feels_like': 298.74, 'temp_min': 297.5, 'temp_max': 297.5, 'pressure': 1009, 'humidity': 78, 'sea_level': 1009, 'grnd_level': 1009}",10000.0,"{'speed': 3.69, 'deg': 92}",{'all': 81},1610118213.0,"{'country': 'VN', 'sunrise': 1610061440, 'sunset': 1610103257}",25200.0,1586443.0,Ca Mau,200,,,
,,,,,,,,,,,,404,,city not found,
