coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,rain,message,snow
"{'lon': 101.7667, 'lat': 36.6167}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 262.53, 'feels_like': 258.59, 'temp_min': 262.53, 'temp_max': 262.53, 'pressure': 1028, 'humidity': 75, 'sea_level': 1028, 'grnd_level': 772}",10000.0,"{'speed': 0.87, 'deg': 24}",{'all': 89},1610118254.0,"{'country': 'CN', 'sunrise': 1610065528, 'sunset': 1610100794}",28800.0,1788852.0,Xining,200,,,
"{'lon': 47.9861, 'lat': 42.3937}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 275.15, 'feels_like': 271.91, 'temp_min': 275.15, 'temp_max': 275.15, 'pressure': 1022, 'humidity': 93}",7000.0,"{'speed': 2, 'deg': 260}",{'all': 100},1610118254.0,"{'type': 1, 'id': 8965, 'country': 'RU', 'sunrise': 1610079417, 'sunset': 1610112727}",10800.0,518764.0,Novokayakent,200,,,
"{'lon': 46.0333, 'lat': -18.7667}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 298.15, 'feels_like': 301.3, 'temp_min': 298.15, 'temp_max': 298.15, 'pressure': 1007, 'humidity': 81, 'sea_level': 1007, 'grnd_level': 919}",10000.0,"{'speed': 1.85, 'deg': 264}",{'all': 100},1610118255.0,"{'country': 'MG', 'sunrise': 1610072795, 'sunset': 1610120286}",10800.0,1054463.0,Tsiroanomandidy,200,{'1h': 0.9500000000000001},,
"{'lon': 73, 'lat': 5.6667000000000005}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 301.62, 'feels_like': 305.99, 'temp_min': 301.62, 'temp_max': 301.62, 'pressure': 1008, 'humidity': 73, 'sea_level': 1008, 'grnd_level': 1008}",10000.0,"{'speed': 1.37, 'deg': 186}",{'all': 100},1610118255.0,"{'country': 'MV', 'sunrise': 1610068808, 'sunset': 1610111325}",18000.0,1337619.0,Ugoofaaru,200,,,
,,,,,,,,,,,,404,,city not found,
"{'lon': -76.2167, 'lat': -13.7}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 296.06, 'feels_like': 296.25, 'temp_min': 295.93, 'temp_max': 296.15, 'pressure': 1014, 'humidity': 73}",10000.0,"{'speed': 3.6, 'deg': 270}",{'all': 0},1610118255.0,"{'type': 1, 'id': 8691, 'country': 'PE', 'sunrise': 1610102697, 'sunset': 1610149081}",-18000.0,3932145.0,Pisco,200,,,
"{'lon': 49.75, 'lat': 54.15}","[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13n'}]",stations,"{'temp': 267.15, 'feels_like': 260.15, 'temp_min': 267.15, 'temp_max': 267.15, 'pressure': 1019, 'humidity': 93}",8000.0,"{'speed': 6, 'deg': 130}",{'all': 90},1610118255.0,"{'type': 1, 'id': 9043, 'country': 'RU', 'sunrise': 1610081875, 'sunset': 1610109422}",14400.0,519611.0,Novaya Mayna,200,,,{'1h': 1.73}
"{'lon': -7.5406, 'lat': 43.2686}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 278.71, 'feels_like': 273.02, 'temp_min': 278.71, 'temp_max': 278.71, 'pressure': 1013, 'humidity': 69}",10000.0,"{'speed': 5.36, 'deg': 46, 'gust': 8.94}",{'all': 2},1610118255.0,"{'type': 3, 'id': 2013071, 'country': 'ES', 'sunrise': 1610092908, 'sunset': 1610125896}",3600.0,3105522.0,Bereda,200,,,
"{'lon': -89.8668, 'lat': 35.2001}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 274.99, 'feels_like': 269.75, 'temp_min': 274.82, 'temp_max': 275.37, 'pressure': 1023, 'humidity': 87}",10000.0,"{'speed': 4.63, 'deg': 340}",{'all': 90},1610118046.0,"{'type': 1, 'id': 5106, 'country': 'US', 'sunrise': 1610111303, 'sunset': 1610147029}",-21600.0,4657046.0,Shelby,200,,,
"{'lon': -114.0611, 'lat': 27.9769}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 286.74, 'feels_like': 284.98, 'temp_min': 286.74, 'temp_max': 286.74, 'pressure': 1018, 'humidity': 68, 'sea_level': 1018, 'grnd_level': 1018}",10000.0,"{'speed': 1.78, 'deg': 281}",{'all': 100},1610118154.0,"{'country': 'MX', 'sunrise': 1610116125, 'sunset': 1610153824}",-25200.0,4021858.0,Guerrero Negro,200,,,
"{'lon': -1.25, 'lat': 60}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 275.15, 'feels_like': 270.24, 'temp_min': 275.15, 'temp_max': 275.15, 'pressure': 1020, 'humidity': 69}",10000.0,"{'speed': 3.6, 'deg': 10}",{'all': 20},1610118256.0,"{'type': 1, 'id': 1438, 'country': 'GB', 'sunrise': 1610096498, 'sunset': 1610119286}",0.0,2638534.0,Sandwick,200,,,
"{'lon': 111.5, 'lat': 66}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 251.58, 'feels_like': 243, 'temp_min': 251.58, 'temp_max': 251.58, 'pressure': 1019, 'humidity': 89, 'sea_level': 1019, 'grnd_level': 957}",974.0,"{'speed': 7, 'deg': 328}",{'all': 98},1610118256.0,"{'country': 'RU', 'sunrise': 1610160280, 'sunset': 1610174218}",32400.0,2027296.0,Aykhal,200,,,
"{'lon': 2.159, 'lat': 41.3888}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 280.02, 'feels_like': 276.09, 'temp_min': 278.71, 'temp_max': 280.93, 'pressure': 1012, 'humidity': 57}",10000.0,"{'speed': 2.5700000000000003, 'deg': 320}",{'all': 0},1610117945.0,"{'type': 1, 'id': 6398, 'country': 'ES', 'sunrise': 1610090229, 'sunset': 1610123918}",3600.0,3128760.0,Barcelona,200,,,
"{'lon': -24.4956, 'lat': 14.8961}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 297.37, 'feels_like': 295.94, 'temp_min': 297.37, 'temp_max': 297.37, 'pressure': 1014, 'humidity': 77, 'sea_level': 1014, 'grnd_level': 1002}",10000.0,"{'speed': 7.27, 'deg': 33}",{'all': 2},1610118158.0,"{'country': 'CV', 'sunrise': 1610093145, 'sunset': 1610133800}",-3600.0,3374210.0,São Filipe,200,,,
"{'lon': -77.9447, 'lat': 34.2257}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 281.76, 'feels_like': 277.15, 'temp_min': 280.15, 'temp_max': 283.15, 'pressure': 1011, 'humidity': 81}",10000.0,"{'speed': 5.14, 'deg': 20}",{'all': 1},1610118010.0,"{'type': 1, 'id': 4521, 'country': 'US', 'sunrise': 1610108298, 'sunset': 1610144309}",-18000.0,4499379.0,Wilmington,200,,,
"{'lon': 31.1107, 'lat': 70.3705}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,"{'temp': 268.15, 'feels_like': 260.86, 'temp_min': 268.15, 'temp_max': 268.15, 'pressure': 1022, 'humidity': 74}",10000.0,"{'speed': 6.17, 'deg': 210}",{'all': 75},1610118256.0,"{'type': 1, 'id': 1666, 'country': 'NO', 'sunrise': 0, 'sunset': 0}",3600.0,777019.0,Vardø,200,,,
"{'lon': 80.4167, 'lat': 5.9667}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 298.07, 'feels_like': 302.09, 'temp_min': 298.07, 'temp_max': 298.07, 'pressure': 1009, 'humidity': 87, 'sea_level': 1009, 'grnd_level': 1007}",10000.0,"{'speed': 1.43, 'deg': 43}",{'all': 93},1610118145.0,"{'country': 'LK', 'sunrise': 1610067058, 'sunset': 1610109515}",19800.0,1223738.0,Weligama,200,,,
"{'lon': -47.4581, 'lat': -23.5017}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 303.15, 'feels_like': 307.28, 'temp_min': 303.15, 'temp_max': 303.15, 'pressure': 1020, 'humidity': 65}",8830.0,"{'speed': 1.34, 'deg': 25, 'gust': 4.02}",{'all': 98},1610118257.0,"{'type': 3, 'id': 2011316, 'country': 'BR', 'sunrise': 1610094694, 'sunset': 1610143276}",-10800.0,3447399.0,Sorocaba,200,,,
"{'lon': -68.9333, 'lat': -22.4667}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 291.15, 'feels_like': 287.66, 'temp_min': 291.15, 'temp_max': 291.15, 'pressure': 1028, 'humidity': 34}",10000.0,"{'speed': 2.5700000000000003, 'deg': 80}",{'all': 0},1610118012.0,"{'type': 1, 'id': 8480, 'country': 'CL', 'sunrise': 1610099974, 'sunset': 1610148307}",-10800.0,3897347.0,Calama,200,,,
"{'lon': 30.7792, 'lat': 28.419}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 296.36, 'feels_like': 291.35, 'temp_min': 296.36, 'temp_max': 296.36, 'pressure': 1015, 'humidity': 20, 'sea_level': 1015, 'grnd_level': 1011}",10000.0,"{'speed': 4.12, 'deg': 346}",{'all': 24},1610118257.0,"{'country': 'EG', 'sunrise': 1610081418, 'sunset': 1610118988}",7200.0,352628.0,Maţāy,200,,,
"{'lon': 147.95, 'lat': 62.7167}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 236.82, 'feels_like': 232.65, 'temp_min': 236.82, 'temp_max': 236.82, 'pressure': 1010, 'humidity': 80, 'sea_level': 1010, 'grnd_level': 923}",10000.0,"{'speed': 0.34, 'deg': 277}",{'all': 80},1610118257.0,"{'country': 'RU', 'sunrise': 1610148651, 'sunset': 1610168346}",39600.0,2124611.0,Kholodnyy,200,,,
"{'lon': -76.0833, 'lat': -5.9}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 298.15, 'feels_like': 302.43, 'temp_min': 298.15, 'temp_max': 298.15, 'pressure': 1016, 'humidity': 83}",10000.0,"{'speed': 0.53, 'deg': 43}",{'all': 40},1610118257.0,"{'type': 1, 'id': 8674, 'country': 'PE', 'sunrise': 1610103461, 'sunset': 1610148253}",-18000.0,3690654.0,Yurimaguas,200,,,
"{'lon': 72.6842, 'lat': 65.6118}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 247.38, 'feels_like': 241.72, 'temp_min': 247.38, 'temp_max': 247.38, 'pressure': 1032, 'humidity': 89, 'sea_level': 1032, 'grnd_level': 1031}",8166.0,"{'speed': 2.69, 'deg': 233}",{'all': 90},1610118257.0,"{'country': 'RU', 'sunrise': 1610082886, 'sunset': 1610097399}",18000.0,1490918.0,Staryy Nadym,200,,,
"{'lon': -27.0667, 'lat': 38.7333}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 288.39, 'feels_like': 283.68, 'temp_min': 288.15, 'temp_max': 288.71, 'pressure': 1028, 'humidity': 63}",10000.0,"{'speed': 6.15, 'deg': 35}",{'all': 20},1610118258.0,"{'type': 1, 'id': 6895, 'country': 'PT', 'sunrise': 1610096785, 'sunset': 1610131395}",-3600.0,3372760.0,Praia da Vitória,200,{'1h': 0.1},,
"{'lon': 14.8667, 'lat': -5.25}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 299.56, 'feels_like': 302.66, 'temp_min': 299.56, 'temp_max': 299.56, 'pressure': 1008, 'humidity': 74, 'sea_level': 1008, 'grnd_level': 933}",10000.0,"{'speed': 1.8399999999999999, 'deg': 237}",{'all': 66},1610118258.0,"{'country': 'CD', 'sunrise': 1610081690, 'sunset': 1610126355}",3600.0,2312888.0,Mbanza-Ngungu,200,,,
"{'lon': -85.1999, 'lat': 32.3502}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 279.74, 'feels_like': 276.73, 'temp_min': 279.26, 'temp_max': 280.15, 'pressure': 1015, 'humidity': 87}",10000.0,"{'speed': 2.5700000000000003, 'deg': 330}",{'all': 90},1610118258.0,"{'type': 1, 'id': 3711, 'country': 'US', 'sunrise': 1610109774, 'sunset': 1610146317}",-21600.0,4047434.0,Russell,200,,,
"{'lon': 17.9442, 'lat': -33.0117}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 300.15, 'feels_like': 294.83, 'temp_min': 300.15, 'temp_max': 300.15, 'pressure': 1009, 'humidity': 41}",10000.0,"{'speed': 8.75, 'deg': 220}",{'all': 0},1610118136.0,"{'type': 1, 'id': 1943, 'country': 'ZA', 'sunrise': 1610077724, 'sunset': 1610128844}",7200.0,3361934.0,Saldanha,200,,,
"{'lon': 35.9826, 'lat': 50.0241}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 275.52, 'feels_like': 270.8, 'temp_min': 275.15, 'temp_max': 275.93, 'pressure': 1012, 'humidity': 87}",10000.0,"{'speed': 4, 'deg': 240}",{'all': 75},1610118258.0,"{'type': 1, 'id': 8905, 'country': 'UA', 'sunrise': 1610083973, 'sunset': 1610113934}",7200.0,697676.0,Peresichna,200,,,
"{'lon': 138.3297, 'lat': 46.5389}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 252.91, 'feels_like': 245.98, 'temp_min': 252.91, 'temp_max': 252.91, 'pressure': 1011, 'humidity': 81, 'sea_level': 1011, 'grnd_level': 1007}",10000.0,"{'speed': 4.66, 'deg': 309}",{'all': 100},1610118258.0,"{'country': 'RU', 'sunrise': 1610144962, 'sunset': 1610176654}",36000.0,2015852.0,Svetlaya,200,,,
"{'lon': -135.33, 'lat': 57.0531}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 281.15, 'feels_like': 273.55, 'temp_min': 281.15, 'temp_max': 281.15, 'pressure': 998, 'humidity': 61}",10000.0,"{'speed': 8.23, 'deg': 130, 'gust': 11.32}",{'all': 90},1610118148.0,"{'type': 1, 'id': 7795, 'country': 'US', 'sunrise': 1610127323, 'sunset': 1610152837}",-32400.0,5557293.0,Sitka,200,{'1h': 0.63},,
"{'lon': -158.0858, 'lat': 21.3469}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 292.35, 'feels_like': 293.72, 'temp_min': 291.15, 'temp_max': 293.15, 'pressure': 1018, 'humidity': 88}",10000.0,"{'speed': 1.54, 'deg': 40}",{'all': 1},1610118099.0,"{'type': 1, 'id': 7868, 'country': 'US', 'sunrise': 1610125907, 'sunset': 1610165180}",-36000.0,5850554.0,Makakilo City,200,,,
,,,,,,,,,,,,404,,city not found,
"{'lon': 126.9778, 'lat': 37.5683}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 258.49, 'feels_like': 251.22, 'temp_min': 258.15, 'temp_max': 259.15, 'pressure': 1026, 'humidity': 51}",10000.0,"{'speed': 5.14, 'deg': 350}",{'all': 0},1610118032.0,"{'type': 1, 'id': 8105, 'country': 'KR', 'sunrise': 1610146022, 'sunset': 1610181045}",32400.0,1835848.0,Seoul,200,,,
"{'lon': -68.9728, 'lat': 18.4273}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 299.15, 'feels_like': 302.33, 'temp_min': 299.15, 'temp_max': 299.15, 'pressure': 1017, 'humidity': 78}",10000.0,"{'speed': 2.06, 'deg': 90}",{'all': 40},1610118030.0,"{'type': 1, 'id': 7055, 'country': 'DO', 'sunrise': 1610104196, 'sunset': 1610144105}",-14400.0,3500957.0,La Romana,200,,,
"{'lon': -13.0499, 'lat': 20.5169}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 303.97, 'feels_like': 299.92, 'temp_min': 303.97, 'temp_max': 303.97, 'pressure': 1011, 'humidity': 23, 'sea_level': 1011, 'grnd_level': 987}",10000.0,"{'speed': 4.88, 'deg': 293}",{'all': 0},1610118154.0,"{'country': 'MR', 'sunrise': 1610091001, 'sunset': 1610130448}",0.0,2381334.0,Atar,200,,,
"{'lon': 46.7217, 'lat': 48.2256}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 275.49, 'feels_like': 269.81, 'temp_min': 275.49, 'temp_max': 275.49, 'pressure': 1020, 'humidity': 92, 'sea_level': 1020, 'grnd_level': 1016}",10000.0,"{'speed': 5.53, 'deg': 192}",{'all': 100},1610118259.0,"{'country': 'RU', 'sunrise': 1610080949, 'sunset': 1610111802}",14400.0,475196.0,Verkhniy Baskunchak,200,,,
,,,,,,,,,,,,404,,city not found,
"{'lon': -73.1167, 'lat': -36.7167}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 293.15, 'feels_like': 290.4, 'temp_min': 293.15, 'temp_max': 293.15, 'pressure': 1016, 'humidity': 49}",10000.0,"{'speed': 3.6, 'deg': 210}",{'all': 0},1610118259.0,"{'type': 1, 'id': 8499, 'country': 'CL', 'sunrise': 1610099013, 'sunset': 1610151277}",-10800.0,3870282.0,Talcahuano,200,,,
"{'lon': -77.8828, 'lat': 44.0001}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 264.72, 'feels_like': 260.56, 'temp_min': 264.15, 'temp_max': 265.15, 'pressure': 1025, 'humidity': 86}",10000.0,"{'speed': 1.54, 'deg': 20}",{'all': 0},1610118259.0,"{'type': 1, 'id': 388, 'country': 'CA', 'sunrise': 1610109930, 'sunset': 1610142648}",-18000.0,5924963.0,Colborne,200,,,
"{'lon': 77.7456, 'lat': 21.2417}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 298.3, 'feels_like': 296.84, 'temp_min': 298.3, 'temp_max': 298.3, 'pressure': 1011, 'humidity': 44, 'sea_level': 1011, 'grnd_level': 969}",10000.0,"{'speed': 2.98, 'deg': 45}",{'all': 86},1610118259.0,"{'country': 'IN', 'sunrise': 1610069289, 'sunset': 1610108566}",19800.0,1274674.0,Chāndūr Bāzār,200,,,
"{'lon': 92.9, 'lat': 20.15}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 297.63, 'feels_like': 298.48, 'temp_min': 297.63, 'temp_max': 297.63, 'pressure': 1011, 'humidity': 70, 'sea_level': 1011, 'grnd_level': 1011}",10000.0,"{'speed': 3.17, 'deg': 321}",{'all': 0},1610118135.0,"{'country': 'MM', 'sunrise': 1610065529, 'sunset': 1610105049}",23400.0,1295765.0,Sittwe,200,,,
"{'lon': 84.6, 'lat': 18.9333}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 295.68, 'feels_like': 297.1, 'temp_min': 295.68, 'temp_max': 295.68, 'pressure': 1013, 'humidity': 62, 'sea_level': 1013, 'grnd_level': 1012}",10000.0,"{'speed': 0.22, 'deg': 90}",{'all': 3},1610118260.0,"{'country': 'IN', 'sunrise': 1610067388, 'sunset': 1610107176}",19800.0,1255816.0,Sompeta,200,,,
"{'lon': 125.2833, 'lat': 24.8}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 285.94, 'feels_like': 275.98, 'temp_min': 285.94, 'temp_max': 285.94, 'pressure': 1024, 'humidity': 82, 'sea_level': 1024, 'grnd_level': 1022}",10000.0,"{'speed': 14.21, 'deg': 3}",{'all': 97},1610118260.0,"{'country': 'JP', 'sunrise': 1610144697, 'sunset': 1610183183}",32400.0,1862505.0,Hirara,200,,,
"{'lon': -59.95, 'lat': 3.0833}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,"{'temp': 298.2, 'feels_like': 301.64, 'temp_min': 298.2, 'temp_max': 298.2, 'pressure': 1014, 'humidity': 76, 'sea_level': 1014, 'grnd_level': 1003}",10000.0,"{'speed': 0.72, 'deg': 16}",{'all': 100},1610118260.0,"{'country': 'BR', 'sunrise': 1610100471, 'sunset': 1610143497}",-14400.0,3405215.0,Bonfim,200,{'1h': 1.538},,
"{'lon': 142.1856, 'lat': 43.5097}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 260.38, 'feels_like': 254.43, 'temp_min': 260.38, 'temp_max': 260.38, 'pressure': 1003, 'humidity': 88, 'sea_level': 1003, 'grnd_level': 986}",10000.0,"{'speed': 3.73, 'deg': 154}",{'all': 17},1610118260.0,"{'country': 'JP', 'sunrise': 1610143412, 'sunset': 1610176353}",32400.0,2130612.0,Ashibetsu,200,,,
"{'lon': -63.5986, 'lat': 50.2334}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 272.15, 'feels_like': 265.08, 'temp_min': 272.15, 'temp_max': 272.15, 'pressure': 1001, 'humidity': 86}",4828.0,"{'speed': 6.69, 'deg': 20, 'gust': 11.32}",{'all': 90},1610118260.0,"{'type': 1, 'id': 812, 'country': 'CA', 'sunrise': 1610107920, 'sunset': 1610137800}",-18000.0,5972291.0,Havre-St-Pierre,200,,,
"{'lon': -83.2333, 'lat': 15}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 299.57, 'feels_like': 301.19, 'temp_min': 299.57, 'temp_max': 299.57, 'pressure': 1017, 'humidity': 69, 'sea_level': 1017, 'grnd_level': 1016}",10000.0,"{'speed': 3.14, 'deg': 359}",{'all': 37},1610118260.0,"{'country': 'HN', 'sunrise': 1610107255, 'sunset': 1610147892}",-21600.0,3608828.0,Iralaya,200,,,
"{'lon': 51.8905, 'lat': 62.8629}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 255.35, 'feels_like': 250.26, 'temp_min': 255.35, 'temp_max': 255.35, 'pressure': 1027, 'humidity': 93, 'sea_level': 1027, 'grnd_level': 1007}",5690.0,"{'speed': 2.22, 'deg': 91}",{'all': 100},1610118260.0,"{'country': 'RU', 'sunrise': 1610085473, 'sunset': 1610104797}",10800.0,492860.0,Sindor,200,,,
"{'lon': 115.0394, 'lat': 32.1272}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 269.96, 'feels_like': 265.43, 'temp_min': 269.96, 'temp_max': 269.96, 'pressure': 1033, 'humidity': 71, 'sea_level': 1033, 'grnd_level': 1028}",10000.0,"{'speed': 2.37, 'deg': 271}",{'all': 0},1610118260.0,"{'country': 'CN', 'sunrise': 1610061686, 'sunset': 1610098263}",28800.0,1807553.0,Dingcheng,200,,,
"{'lon': 169.8464, 'lat': -46.2817}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 284.82, 'feels_like': 283.23, 'temp_min': 284.82, 'temp_max': 284.82, 'pressure': 1007, 'humidity': 81}",10000.0,"{'speed': 1.79, 'deg': 293, 'gust': 3.58}",{'all': 97},1610118133.0,"{'type': 3, 'id': 2000217, 'country': 'NZ', 'sunrise': 1610125252, 'sunset': 1610181231}",46800.0,2208248.0,Kaitangata,200,,,
"{'lon': -97.4975, 'lat': 25.9018}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 280.55, 'feels_like': 278.22, 'temp_min': 280.15, 'temp_max': 281.15, 'pressure': 1024, 'humidity': 81}",10000.0,"{'speed': 1.54, 'deg': 330}",{'all': 1},1610118004.0,"{'type': 1, 'id': 3496, 'country': 'US', 'sunrise': 1610111894, 'sunset': 1610150102}",-21600.0,4676740.0,Brownsville,200,,,
"{'lon': 105.0877, 'lat': 28.7829}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 277.57, 'feels_like': 275.12, 'temp_min': 277.57, 'temp_max': 277.57, 'pressure': 1033, 'humidity': 75, 'sea_level': 1033, 'grnd_level': 988}",10000.0,"{'speed': 0.75, 'deg': 19}",{'all': 88},1610118261.0,"{'country': 'CN', 'sunrise': 1610063629, 'sunset': 1610101098}",28800.0,1799686.0,Tongzi,200,,,
"{'lon': 40.902, 'lat': -2.2717}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 299.1, 'feels_like': 299.21, 'temp_min': 299.1, 'temp_max': 299.1, 'pressure': 1006, 'humidity': 79, 'sea_level': 1006, 'grnd_level': 1005}",10000.0,"{'speed': 6.57, 'deg': 85}",{'all': 14},1610118261.0,"{'country': 'KE', 'sunrise': 1610075734, 'sunset': 1610119811}",10800.0,189741.0,Lamu,200,,,
"{'lon': 148.1667, 'lat': -23.5333}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 293.15, 'feels_like': 291.44, 'temp_min': 293.15, 'temp_max': 293.15, 'pressure': 1011, 'humidity': 100}",4700.0,"{'speed': 7.72, 'deg': 160}",{'all': 90},1610118261.0,"{'type': 1, 'id': 9524, 'country': 'AU', 'sunrise': 1610134159, 'sunset': 1610182734}",36000.0,2167426.0,Emerald,200,{'1h': 0.15},,
"{'lon': -105.8179, 'lat': 50.4501}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 260.65, 'feels_like': 255.81, 'temp_min': 260.15, 'temp_max': 261.15, 'pressure': 1034, 'humidity': 92}",10000.0,"{'speed': 2.22, 'deg': 203}",{'all': 0},1610118262.0,"{'type': 1, 'id': 1041, 'country': 'CA', 'sunrise': 1610118107, 'sunset': 1610147884}",-21600.0,5917430.0,Caronport,200,,,
"{'lon': -17.3389, 'lat': 66.0449}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,"{'temp': 273.15, 'feels_like': 266.7, 'temp_min': 273.15, 'temp_max': 273.15, 'pressure': 991, 'humidity': 93}",10000.0,"{'speed': 6.17, 'deg': 310}",{'all': 75},1610118262.0,"{'type': 1, 'id': 83, 'country': 'IS', 'sunrise': 1610104955, 'sunset': 1610118554}",0.0,2629833.0,Husavik,200,,,{'1h': 0.4}
"{'lon': -15.8333, 'lat': 11.2833}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 299.74, 'feels_like': 300.27, 'temp_min': 299.74, 'temp_max': 299.74, 'pressure': 1009, 'humidity': 63, 'sea_level': 1009, 'grnd_level': 1006}",10000.0,"{'speed': 3.84, 'deg': 243}",{'all': 41},1610118262.0,"{'country': 'GW', 'sunrise': 1610090694, 'sunset': 1610132092}",0.0,2374583.0,Bubaque,200,,,
,,,,,,,,,,,,404,,city not found,
