coord/lon,coord/lat,weather/0/id,weather/0/main,weather/0/description,weather/0/icon,base,main/temp,main/feels_like,main/temp_min,main/temp_max,main/pressure,main/humidity,visibility,wind/speed,wind/deg,clouds/all,dt,sys/type,sys/id,sys/country,sys/sunrise,sys/sunset,timezone,id,name,cod,main/sea_level,main/grnd_level,wind/gust,rain/1h,message,snow/1h,weather/1/id,weather/1/main,weather/1/description,weather/1/icon
-175.2,-21.2,802,Clouds,scattered clouds,03n,stations,298.15,302.51,298.15,298.15,1013,94,10000,2.06,60,40,1610213155,1,7285,TO,1610298519,1610346481,46800,4032243,Vaini,200,,,,,,,,,,
141.3028,-2.6741,500,Rain,light rain,10n,stations,298.79,303.24,298.79,298.79,1007,83,10000,0.76,285,100,1610213155,,,PG,1610224444,1610268593,36000,2084442,Vanimo,200,1007,1004,,0.23,,,,,,
168.3333,-46.6,804,Clouds,overcast clouds,04d,stations,283.15,281.85,283.15,283.15,1010,90,10000,1.34,341,97,1610213155,3,2008959,NZ,1610212013,1610268046,46800,2206939,Bluff,200,,,3.13,,,,,,,
12.1522,-15.1961,804,Clouds,overcast clouds,04d,stations,295.37,295.01,295.37,295.37,1010,73,10000,4,211,100,1610213155,,,AO,1610167757,1610214442,3600,3347019,Mossamedes,200,1010,1008,,,,,,,,
113.6333,-24.8667,802,Clouds,scattered clouds,03n,stations,301.15,300.55,301.15,301.15,1010,65,10000,6.69,170,30,1610213155,1,9505,AU,1610228733,1610277589,28800,2074865,Carnarvon,200,,,,,,,,,,
-7.9338,40.8984,804,Clouds,overcast clouds,04n,stations,277.72,272.17,275.37,279.82,1008,6,10000,2.45,24,100,1610213155,3,2021767,PT,1610178953,1610212890,0,2740974,Castro Daire,200,,,,,,,,,,
148.1833,-33.1333,800,Clear,clear sky,01n,stations,292.04,291.01,292.04,292.04,1019,67,10000,2.64,62,0,1610213156,3,20556,AU,1610219333,1610270401,39600,2153778,Parkes,200,,,,,,,,,,
70.8333,66.8333,804,Clouds,overcast clouds,04n,stations,249.64,242.45,249.64,249.64,1032,90,1506,4.94,2,93,1610213156,,,RU,1610171106,1610182918,18000,1486321,Yar-Sale,200,1032,1032,,,,,,,,
113.6058,-8.345,804,Clouds,overcast clouds,04n,stations,298.36,302.78,298.36,298.36,1007,88,10000,1.24,328,100,1610213156,,,ID,1610230536,1610275800,25200,1621313,Ambulu,200,1007,1004,,,,,,,,
-70.027,12.524,802,Clouds,scattered clouds,03d,stations,301.15,300.23,301.15,301.15,1013,74,10000,8.75,90,40,1610213156,1,8791,AW,1610190245,1610231410,-14400,3577154,Oranjestad,200,,,,,,,,,,
-28.7,38.5167,802,Clouds,scattered clouds,03d,stations,288.15,283.37,288.15,288.15,1029,63,10000,6.17,180,40,1610213156,1,6883,PT,1610183533,1610218280,-3600,3372707,Ribeira Grande,200,,,,,,,,,,
-109.9124,22.8909,800,Clear,clear sky,01d,stations,295.46,294.82,294.82,296.48,1019,46,10000,1.03,150,1,1610213110,1,7151,MX,1610200927,1610239879,-25200,3985710,Cabo San Lucas,200,,,,,,,,,,
-56.4461,-14.4086,501,Rain,moderate rain,10d,stations,308.83,312.92,308.83,308.83,1009,44,10000,0.5,107,3,1610213156,,,BR,1610184311,1610230824,-14400,3464724,Diamantino,200,1009,977,,1.538,,,,,,
-51.7216,64.1835,802,Clouds,scattered clouds,03d,stations,269.98,266.2,269.82,270.15,1005,59,10000,1.03,90,40,1610213156,1,86,GL,1610197617,1610215250,-10800,3421319,Nuuk,200,,,,,,,,,,
-69.2181,-51.6226,803,Clouds,broken clouds,04d,stations,288.15,283.09,288.15,288.15,986,58,10000,6.17,30,75,1610212885,1,8293,AR,1610181247,1610240020,-10800,3838859,Río Gallegos,200,,,,,,,,,,
-77.0636,26.5412,802,Clouds,scattered clouds,03d,stations,291.81,287.12,291.81,291.81,1019,67,10000,7.76,303,45,1610213022,,,BS,1610193472,1610231562,-18000,3571913,Marsh Harbour,200,1019,1018,,,,,,,,
25.5701,-33.918,803,Clouds,broken clouds,04d,stations,296.15,294.16,296.15,296.15,1008,88,10000,8.75,240,75,1610213157,1,1973,ZA,1610162208,1610213548,7200,964420,Port Elizabeth,200,,,,,,,,,,
-69.3632,77.484,802,Clouds,scattered clouds,03n,stations,254.97,249.84,254.97,254.97,1021,77,10000,2.14,33,46,1610213157,,,GL,0,0,-14400,3831208,Qaanaaq,200,1021,1016,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,,,
17.9442,-33.0117,800,Clear,clear sky,01d,stations,295.15,290.62,295.15,295.15,1011,56,10000,7.72,220,0,1610213157,1,1943,ZA,1610164175,1610215242,7200,3361934,Saldanha,200,,,,,,,,,,
-91.9167,14.3,800,Clear,clear sky,01d,stations,298.27,298.8,295.93,301.15,1017,61,10000,2.68,176,0,1610213157,1,7068,GT,1610195681,1610236484,-21600,3598787,Champerico,200,,,,,,,,,,
23.45,40.6333,804,Clouds,overcast clouds,04n,stations,284.4,283.43,282.59,285.93,1011,83,10000,0.89,180,96,1610213157,3,265600,GR,1610171375,1610205399,7200,735025,Néa Apollonía,200,,,1.34,,,,,,,
-105.2842,55.1001,800,Clear,clear sky,01d,stations,256.15,252.25,255.15,257.15,1026,85,10000,0.51,140,0,1610213157,1,696,CA,1610205745,1610232839,-21600,6050066,La Ronge,200,,,,,,,,,,
-86.731,21.2311,802,Clouds,scattered clouds,03d,stations,296.81,294.7,296.48,297.15,1021,57,10000,5.14,350,40,1610213158,1,7177,MX,1610195176,1610234500,-18000,3526756,Isla Mujeres,200,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,,,
-3.9836,22.6783,800,Clear,clear sky,01d,stations,304.44,299.85,304.44,304.44,1010,19,10000,4.92,294,10,1610213158,,,ML,1610175478,1610214468,0,2450173,Taoudenni,200,1010,994,,,,,,,,
74.8,23,801,Clouds,few clouds,02n,stations,292.61,291.62,292.61,292.61,1013,75,10000,3.67,115,20,1610213158,,,IN,1610156605,1610195514,19800,1259840,Petlāwad,200,1013,967,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,,,
67.4158,53.88,601,Snow,snow,13n,stations,261.12,252.23,261.12,261.12,1028,95,138,8.08,225,100,1610213158,,,KZ,1610163911,1610191753,21600,1519385,Sergeevka,200,1028,1009,,,,0.74,,,,
147.3294,-42.8794,802,Clouds,scattered clouds,03n,stations,286.48,284.45,284.82,288.15,1018,82,10000,3.09,210,40,1610212861,1,9545,AU,1610217870,1610272274,39600,2163355,Hobart,200,,,,,,,,,,
32.0377,-28.783,800,Clear,clear sky,01n,stations,297.72,297.7,297.72,297.72,1008,70,10000,4.47,44,0,1610213159,,,ZA,1610161382,1610211269,7200,962367,Richards Bay,200,1008,1007,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,,,
-42.0278,-22.9661,800,Clear,clear sky,01d,stations,304.15,306.3,304.15,304.15,1010,66,10000,5.14,120,0,1610213159,1,8326,BR,1610179896,1610228316,-10800,3471451,Arraial do Cabo,200,,,,,,,,,,
-133.0374,69.4541,803,Clouds,broken clouds,04n,stations,259.15,252.89,259.15,259.15,1001,92,10000,4.12,230,75,1610213159,1,942,CA,0,0,-25200,6170031,Tuktoyaktuk,200,,,,,,,,,,
-27.0667,38.7333,801,Clouds,few clouds,02d,stations,287.57,286.4,287.15,288.15,1030,72,10000,1.52,180,20,1610213159,1,6895,PT,1610183177,1610217852,-3600,3372760,Praia da Vitória,200,,,,,,,,,,
-52.7314,47.6666,804,Clouds,overcast clouds,04d,stations,275.2,269.05,274.15,275.93,1001,93,10000,6.17,260,90,1610213159,1,998,CA,1610191057,1610222294,-12600,6167817,Torbay,200,,,10.29,,,,,,,
173.1667,-35.1667,802,Clouds,scattered clouds,03d,stations,290.79,290.74,290.79,290.79,1013,88,10000,2.71,162,40,1610213159,,,NZ,1610213026,1610264713,46800,2194098,Ahipara,200,1013,1012,,,,,,,,
125.4092,-8.9266,804,Clouds,overcast clouds,04n,stations,290.25,292.28,290.25,290.25,1006,100,10000,0.56,356,100,1610213159,,,TL,1610227644,1610273024,32400,1651810,Airai,200,1006,852,,,,,,,,
-89.3168,48.4001,804,Clouds,overcast clouds,04d,stations,269.87,265.07,269.15,270.37,1027,86,10000,3.09,290,90,1610213160,1,906,CA,1610200007,1610230911,-18000,6166142,Thunder Bay,200,,,,,,,,,,
150.7967,-2.5744,804,Clouds,overcast clouds,04n,stations,300.96,302.97,300.96,300.96,1007,77,10000,4.94,88,96,1610213160,,,PG,1610222175,1610266304,36000,2094342,Kavieng,200,1007,1005,,,,,,,,
-96.167,41.3,804,Clouds,overcast clouds,04d,stations,270.78,266.34,269.82,272.04,1030,80,10000,2.57,290,90,1610212994,1,4920,US,1610200197,1610234010,-21600,5067114,Douglas,200,,,,,,,,,,
-52.3333,4.9333,500,Rain,light rain,10d,stations,301.15,303.53,301.15,301.15,1011,89,10000,6.69,50,90,1610213160,1,8669,GF,1610185245,1610227915,-10800,3382160,Cayenne,200,,,,0.17,,,,,,
-11,14,801,Clouds,few clouds,02d,stations,311.02,307.97,311.02,311.02,1006,8,10000,1.11,256,12,1610213160,,,ML,1610176227,1610217088,0,2455517,Kayes,200,1006,984,,,,,,,,
-113.5841,37.1041,800,Clear,clear sky,01d,stations,279.9,275,279.15,280.93,1023,39,10000,3.09,320,1,1610213160,1,5832,US,1610203679,1610238890,-25200,5546220,Saint George,200,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,,,
109.9776,39.8161,800,Clear,clear sky,01n,stations,257.91,251.32,257.91,257.91,1040,74,10000,4.35,322,0,1610213160,,,CN,1610236859,1610271218,28800,1812256,Dongsheng,200,1040,863,,,,,,,,
12.9164,18.6853,800,Clear,clear sky,01n,stations,296.23,293.18,296.23,296.23,1012,20,10000,1.29,94,0,1610213160,,,NE,1610170979,1610210852,3600,2446796,Bilma,200,1012,971,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,,,
-0.1436,12.9714,802,Clouds,scattered clouds,03d,stations,308.39,303.79,308.39,308.39,1007,10,10000,3.54,79,38,1610213161,,,BF,1610173516,1610214586,0,2362323,Bogandé,200,1007,976,,,,,,,,
3.5,44.6667,804,Clouds,overcast clouds,04n,stations,265.41,260.22,265.41,265.41,1015,99,10000,3.29,35,100,1610213161,,,FR,1610176919,1610209433,3600,2994616,Arrondissement de Mende,200,1015,864,,,,,,,,
23.2,55.6,804,Clouds,overcast clouds,04n,stations,269.15,264.75,269.15,269.15,1017,93,10000,2.57,350,90,1610213161,1,1882,LT,1610175100,1610201794,7200,593748,Tytuvėnai,200,,,,,,,,,,
71.7189,40.4272,701,Mist,mist,50n,stations,268.15,263.74,268.15,268.15,1035,74,1300,2.06,330,0,1610213161,1,9011,UZ,1610159756,1610193842,18000,1513491,Yangi Marg`ilon,200,,,,,,,,,,
-59.5333,13.0667,802,Clouds,scattered clouds,03d,stations,302.15,301.25,302.15,302.15,1014,70,10000,8.75,100,40,1610213030,1,8772,BB,1610187782,1610228836,-14400,3373652,Oistins,200,,,,,,,,,,
-50.2056,-30.1811,800,Clear,clear sky,01d,stations,301.57,301.02,301.57,301.57,1011,53,10000,4.72,80,0,1610213161,,,BR,1610180943,1610231196,-10800,3466165,Cidreira,200,1011,1011,,,,,,,,
-74.9547,10.9878,802,Clouds,scattered clouds,03d,stations,303.15,305.32,303.15,303.15,1011,70,10000,5.14,30,40,1610213161,1,8584,CO,1610191273,1610232748,-18000,3671497,Puerto Colombia,200,,,,,,,,,,
-152.4072,57.79,601,Snow,snow,13n,stations,272.15,268.81,272.15,272.15,995,93,3219,1.54,310,90,1610213037,1,7668,US,1610218067,1610243142,-32400,5866583,Saint Paul Harbor,200,,,,,,0.66,701,Mist,mist,50n
,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,,,
48.5268,5.3505,800,Clear,clear sky,01n,stations,297.85,293.56,297.85,297.85,1011,69,10000,10.51,43,1,1610213162,,,SO,1610161074,1610203660,10800,57000,Hobyo,200,1011,1010,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,,,
149.2,-21.15,500,Rain,light rain,10n,stations,295.02,294.09,294.82,295.15,1007,94,4400,7.2,180,90,1610213162,1,9498,AU,1610220632,1610268613,36000,2159220,Mackay,200,,,,0.24,,,,,,
-119.9028,46.7379,741,Fog,fog,50d,stations,274.4,271.74,273.15,275.15,1032,100,805,1.23,35,90,1610213162,1,2744,US,1610206966,1610238637,-28800,5802636,Mattawa,200,,,,,,,,,,
-107.5464,40.5153,802,Clouds,scattered clouds,03d,stations,258.65,254.31,257.15,261.15,1023,100,10000,1.42,269,40,1610213162,1,3563,US,1610202790,1610236880,-25200,5576064,Craig,200,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,,,
-114.0611,27.9769,800,Clear,clear sky,01d,stations,290.29,289.24,290.29,290.29,1017,66,10000,1.85,292,0,1610213162,,,MX,1610202528,1610240269,-25200,4021858,Guerrero Negro,200,1017,1017,,,,,,,,
-121.5683,37.0058,800,Clear,clear sky,01d,stations,281.58,280.45,280.15,283.71,1026,100,10000,1.1,10,1,1610213163,1,3907,US,1610205580,1610240823,-28800,5352214,Gilroy,200,,,,,,,,,,
-53.4616,-33.6971,800,Clear,clear sky,01d,stations,297.46,294.96,297.46,297.46,1014,51,10000,5.14,126,8,1610213163,,,UY,1610181221,1610232481,-10800,3443061,Chui,200,1014,1011,,,,,,,,
-9.2372,32.2994,500,Rain,light rain,10d,stations,286.77,279.58,286.77,286.77,1014,67,10000,9.48,276,43,1610213163,,,MA,1610177936,1610214533,3600,2537881,Safi,200,1014,1010,,0.56,,,,,,
179.3167,63.05,802,Clouds,scattered clouds,03n,stations,244.71,237.3,244.71,244.71,1006,84,10000,5.1,326,35,1610213163,,,RU,1610227667,1610247118,43200,2126710,Beringovskiy,200,1006,1004,,,,,,,,
111.4527,-6.6922,804,Clouds,overcast clouds,04n,stations,298.55,302.4,298.55,298.55,1007,85,10000,1.75,218,99,1610213163,,,ID,1610231217,1610276153,25200,1638352,Lasem,200,1007,1006,,,,,,,,
-59.5167,13.2167,802,Clouds,scattered clouds,03d,stations,302.15,301.25,302.15,302.15,1014,70,10000,8.75,100,40,1610213163,1,8772,BB,1610187793,1610228816,-14400,3374083,Bathsheba,200,,,,,,,,,,
124.8455,1.487,801,Clouds,few clouds,02n,stations,297.15,302.02,297.15,297.15,1008,94,9000,0.51,0,20,1610213163,1,9356,ID,1610228799,1610272140,28800,1636544,Manado,200,,,,,,,,,,
166.1,60.4667,800,Clear,clear sky,01n,stations,248.76,241.3,248.76,248.76,1005,86,10000,5.28,9,1,1610213163,,,RU,1610229271,1610251860,43200,2120591,Tilichiki,200,1005,978,,,,,,,,
124.39,13.7796,804,Clouds,overcast clouds,04n,stations,297.65,295.63,297.65,297.65,1011,87,5304,9.74,29,100,1610213164,,,PH,1610230120,1610271038,28800,1712961,Gigmoto,200,1011,1010,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,,,
-71.3375,-17.6394,800,Clear,clear sky,01d,stations,297.15,295.84,297.15,297.15,1013,64,10000,5.14,150,0,1610213164,1,8671,PE,1610187539,1610234745,-18000,3938415,Ilo,200,,,,,,,,,,
102.2797,60.34,804,Clouds,overcast clouds,04n,stations,252.13,246.34,252.13,252.13,1030,90,10000,3.04,203,100,1610213164,,,RU,1610244508,1610267265,25200,2013727,Vanavara,200,1030,992,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,,,
155.55,62.55,804,Clouds,overcast clouds,04n,stations,243.14,238.05,243.14,243.14,1014,84,10000,1.76,11,96,1610213164,,,RU,1610233025,1610253172,39600,2125906,Dukat,200,1014,913,,,,,,,,
-135.33,57.0531,600,Snow,light snow,13n,stations,279.15,271.75,279.15,279.15,1007,65,10000,7.72,120,90,1610213164,1,7795,US,1610213672,1610239338,-32400,5557293,Sitka,200,,,10.29,,,0.41,,,,
74.8167,61.1333,804,Clouds,overcast clouds,04n,stations,245.94,240.8,245.94,245.94,1028,89,6361,1.91,7,88,1610213164,,,RU,1610165200,1610186911,18000,1500399,Lokosovo,200,1028,1022,,,,,,,,
38.0042,55.7503,601,Snow,snow,13n,stations,267.45,262.48,267.04,268.15,1011,86,9000,3,10,90,1610213164,1,9020,RU,1610171603,1610198183,10800,463355,Zheleznodorozhnyy,200,,,,,,0.91,,,,
140.7667,-37.8333,701,Mist,mist,50n,stations,285.15,283.69,285.15,285.15,1017,94,5000,2.57,180,86,1610213164,1,9560,AU,1610220375,1610272920,37800,2156643,Mount Gambier,200,,,,,,,,,,
122.95,10.6667,804,Clouds,overcast clouds,04n,stations,298.15,297.68,298.15,298.15,1009,87,10000,7.91,13,100,1610213165,,,PH,1610230152,1610271698,28800,1729564,Bacolod City,200,1009,1007,,,,,,,,
-34.8553,-8.0089,802,Clouds,scattered clouds,03d,stations,299.15,300.26,299.15,299.15,1010,69,10000,3.6,100,40,1610213057,1,8426,BR,1610179782,1610224986,-10800,3393536,Olinda,200,,,,,,,,,,
112.4714,63.0128,804,Clouds,overcast clouds,04n,stations,242.09,237.1,242.09,242.09,1028,87,10000,1.6,353,90,1610213165,,,RU,1610243665,1610263215,32400,2025456,Chernyshevskiy,200,1028,976,,,,,,,,
111.8935,-8.1181,804,Clouds,overcast clouds,04n,stations,297.6,301.76,297.6,297.6,1007,86,10000,0.73,220,96,1610213165,,,ID,1610230970,1610276188,25200,1648082,Boyolangu,200,1007,996,,,,,,,,
21.2869,29.1081,800,Clear,clear sky,01n,stations,293.3,289.57,293.3,293.3,1019,30,10000,2.95,108,0,1610213165,,,LY,1610170187,1610207625,7200,88533,Awjilah,200,1019,1014,,,,,,,,
54.0924,17.0151,800,Clear,clear sky,01n,stations,296.15,292.13,296.15,296.15,1017,27,10000,3.6,10,0,1610213165,1,7562,OM,1610160917,1610201145,14400,286621,Salalah,200,,,,,,,,,,
1.637,16.6362,800,Clear,clear sky,01d,stations,306.47,301.85,306.47,306.47,1009,11,10000,3.53,116,0,1610212916,,,ML,1610173468,1610213779,0,2457161,Gao,200,1009,966,,,,,,,,
20.9714,70.0311,800,Clear,clear sky,01n,stations,266.58,256.59,266.58,266.58,1012,92,10000,10.18,133,0,1610213165,,,NO,0,0,3600,777682,Skjervøy,200,1012,1012,,,,,,,,
101.3689,6.8662,804,Clouds,overcast clouds,04n,stations,298.51,298.7,298.51,298.51,1011,79,10000,6.03,101,85,1610213166,,,TH,1610234957,1610277254,25200,1604771,Yaring,200,1011,1010,,,,,,,,
133.385,67.5447,804,Clouds,overcast clouds,04n,stations,246.26,241.72,246.26,246.26,1019,86,1179,1.04,314,100,1610213166,,,RU,1610243461,1610253378,36000,2013465,Verkhoyansk,200,1019,1001,,,,,,,,
80.5464,73.5069,802,Clouds,scattered clouds,03n,stations,249.23,244.91,249.23,249.23,1039,82,10000,0.8,142,33,1610213166,,,RU,0,0,25200,1507390,Dikson,200,1039,1033,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,,,
165.15,-21.35,804,Clouds,overcast clouds,04n,stations,299.3,303.08,299.3,299.3,1007,82,10000,1.95,20,94,1610213166,,,NC,1610216780,1610264808,39600,2138522,Poya,200,1007,1006,,,,,,,,
15.3878,67.0953,800,Clear,clear sky,01n,stations,268.93,254.98,268.71,269.15,1004,58,10000,15.43,90,0,1610213166,1,1615,NO,1610184778,1610195866,3600,3141548,Rognan,200,,,,,,,,,,
-73.2472,-3.7481,803,Clouds,broken clouds,04d,stations,305.15,308.06,305.15,305.15,1012,58,10000,3.09,320,75,1610213166,1,8694,PE,1610189421,1610233781,-18000,3696183,Iquitos,200,,,,,,,,,,
24.7314,-34.0033,800,Clear,clear sky,01d,stations,297.04,298.07,297.04,297.04,1009,74,10000,3.13,258,0,1610213166,3,2035063,ZA,1610162397,1610213762,7200,986717,Kruisfontein,200,,,5.36,,,,,,,
147.9167,70.6333,804,Clouds,overcast clouds,04n,stations,242.22,237.81,242.22,242.22,1016,88,3406,0.77,236,100,1610213167,,,RU,0,0,39600,2126123,Chokurdakh,200,1016,1011,,,,,,,,
-78.2833,26.6208,803,Clouds,broken clouds,04d,stations,290.15,285.6,290.15,290.15,1019,59,10000,6.17,320,75,1610213167,1,7260,BS,1610193775,1610231845,-18000,3572189,High Rock,200,,,,,,,,,,
126.9078,41.8069,804,Clouds,overcast clouds,04n,stations,253.56,249.06,253.56,253.56,1027,83,10000,1.22,201,90,1610213167,,,CN,1610233144,1610266805,28800,2036069,Linjiang,200,1027,980,,,,,,,,
-46.02,-1.195,802,Clouds,scattered clouds,03d,stations,303.96,305.43,303.96,303.96,1009,60,10000,4.71,48,35,1610213167,,,BR,1610183133,1610226996,-10800,3402648,Carutapera,200,1009,1009,,,,,,,,
-68.5145,63.7506,600,Snow,light snow,13d,stations,261.15,254.19,261.15,261.15,1007,79,10000,5.14,130,90,1610213167,1,797,CA,1610201295,1610219634,-18000,5983720,Iqaluit,200,,,,,,0.13,,,,
-103.6833,18.7333,802,Clouds,scattered clouds,03d,stations,298.15,299.13,298.15,298.15,1020,57,10000,1.37,214,40,1610213167,1,7116,MX,1610198972,1610238843,-21600,4013679,Coahuayana Viejo,200,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,,,
115.3744,37.3581,800,Clear,clear sky,01n,stations,267.71,262.74,267.71,267.71,1030,67,10000,2.67,270,0,1610213167,,,CN,1610235165,1610270321,28800,1800065,Nangong,200,1030,1026,,,,,,,,
169.8464,-46.2817,804,Clouds,overcast clouds,04d,stations,283.15,280.95,283.15,283.15,1007,85,10000,2.34,322,92,1610213168,3,2000217,NZ,1610211724,1610267608,46800,2208248,Kaitangata,200,,,,,,,,,,
-101.865,54.7682,800,Clear,clear sky,01d,stations,254.15,248.74,254.15,254.15,1024,84,10000,2.55,227,1,1610213168,1,782,CA,1610204811,1610232131,-21600,5954718,Flin Flon,200,,,,,,,,,,
2.6036,6.4965,802,Clouds,scattered clouds,03d,stations,302.15,305.26,302.15,302.15,1008,84,10000,5.66,220,40,1610213168,1,1119,BJ,1610172210,1610214573,3600,2392087,Porto-Novo,200,,,,,,,,,,
45.4667,-19.5167,501,Rain,moderate rain,10n,stations,299.7,302.87,299.7,299.7,1008,81,5229,2.98,74,100,1610213168,,,MG,1610159286,1610206917,10800,1059051,Miandrivazo,200,1008,996,,3.47,,,,,,
-53.6735,66.9395,804,Clouds,overcast clouds,04n,stations,267.43,261.66,267.43,267.43,1006,85,10000,4.12,118,100,1610213168,,,GL,1610201074,1610212730,-10800,3419842,Sisimiut,200,1006,1004,,,,,,,,
-13.0499,20.5169,802,Clouds,scattered clouds,03d,stations,297.97,292.11,297.97,297.97,1013,24,10000,6.19,13,27,1610213168,,,MR,1610177412,1610216887,0,2381334,Atar,200,1013,988,,,,,,,,
91.6419,48.0056,804,Clouds,overcast clouds,04n,stations,252.52,248.61,252.52,252.52,1046,86,10000,0.35,169,100,1610213168,,,MN,1610242871,1610274010,25200,1516048,Khovd,200,1046,869,,,,,,,,
139.5,-20.7333,802,Clouds,scattered clouds,03n,stations,297.15,294.99,297.15,297.15,1008,50,10000,4.39,101,40,1610213168,1,9495,AU,1610223009,1610270894,36000,2065594,Mount Isa,200,,,,,,,,,,
-122.4286,37.4636,800,Clear,clear sky,01d,stations,282.15,280.18,280.37,284.82,1026,93,10000,2.13,36,1,1610212987,1,5903,US,1610205858,1610240958,-28800,5354943,Half Moon Bay,200,,,,,,,,,,
49.05,-13.2,500,Rain,light rain,10n,stations,297.67,302.38,297.67,297.67,1009,89,10000,0.44,331,19,1610213168,,,MG,1610159108,1610205374,10800,1082243,Ambilobe,200,1009,1005,,0.23,,,,,,
-151.75,-16.4833,804,Clouds,overcast clouds,04d,stations,300.26,301.13,300.26,300.26,1013,72,10000,5.19,37,94,1610213169,,,PF,1610206972,1610253922,-36000,4034551,Faanui,200,1013,1013,,,,,,,,
147.2712,-2.0226,804,Clouds,overcast clouds,04n,stations,300.79,303.92,300.79,300.79,1006,69,10000,1.81,68,89,1610213169,,,PG,1610223075,1610267097,36000,2092164,Lorengau,200,1006,1006,,,,,,,,
-83.2333,15,803,Clouds,broken clouds,04d,stations,300.09,300.17,300.09,300.09,1016,69,10000,5.69,12,54,1610213169,,,HN,1610193669,1610234327,-21600,3608828,Iralaya,200,1016,1016,,,,,,,,
105.2542,56.8471,804,Clouds,overcast clouds,04n,stations,249.14,244.15,249.14,249.14,1037,85,10000,1.77,195,100,1610213169,,,RU,1610242233,1610268112,28800,2055868,Yantal',200,1037,987,,,,,,,,
12.6113,13.3154,800,Clear,clear sky,01n,stations,300.01,295.67,300.01,300.01,1009,17,10000,3.31,74,0,1610213169,,,NE,1610170489,1610211489,3600,2445704,Diffa,200,1009,975,,,,,,,,
-123.1698,55.2999,800,Clear,clear sky,01d,stations,260.15,256,260.15,260.15,1023,85,10000,1.12,141,1,1610213169,1,1016,CA,1610210104,1610237067,-28800,6063191,Mackenzie,200,,,,,,,,,,
27.7802,-25.6347,800,Clear,clear sky,01n,stations,299.45,299.62,298.15,301.15,1015,53,10000,2.57,290,0,1610213053,1,1935,ZA,1610162809,1610211885,7200,1015621,Brits,200,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,,,
125.1824,1.4451,801,Clouds,few clouds,02n,stations,297.15,302.02,297.15,297.15,1008,94,9000,0.51,0,20,1610213169,1,9356,ID,1610228714,1610272064,28800,1648636,Bitung,200,,,,,,,,,,
-77.6328,49.7502,804,Clouds,overcast clouds,04d,stations,267.15,261.2,267.15,267.15,1022,100,10000,4.63,310,90,1610213170,1,866,CA,1610197534,1610227773,-18000,6067747,Matagami,200,,,,,,,,,,
34.6667,38.9167,803,Clouds,broken clouds,04n,stations,281.15,276.79,281.15,281.15,1020,61,10000,3.6,100,75,1610213170,1,6964,TR,1610168392,1610202996,10800,303830,Nevşehir,200,,,,,,,,,,
102.2655,-3.8004,501,Rain,moderate rain,10n,stations,297.3,300.33,297.3,297.3,1010,88,10000,2.41,57,100,1610213170,,,ID,1610233706,1610278074,25200,1649150,Bengkulu,200,1010,1007,,1.2304,,,,,,
84.0333,22.1167,800,Clear,clear sky,01n,stations,294.85,293.73,294.85,294.85,1012,48,10000,1.74,49,10,1610213170,,,IN,1610154288,1610193398,19800,1255437,Sundargarh,200,1012,985,,,,,,,,
128.8694,71.6872,804,Clouds,overcast clouds,04n,stations,245.14,238.45,245.14,245.14,1023,88,891,4.1,340,100,1610213170,,,RU,0,0,32400,2015306,Tiksi,200,1023,1017,,,,,,,,
-74.8492,49.7834,804,Clouds,overcast clouds,04d,stations,264.15,258.57,264.15,264.15,1019,92,10000,3.6,350,90,1610213170,1,859,CA,1610196875,1610227096,-18000,5919850,Chapais,200,,,,,,,,,,
-36.84,-10.1858,802,Clouds,scattered clouds,03d,stations,307.84,306.18,307.84,307.84,1009,40,10000,7.04,107,27,1610213170,,,BR,1610180040,1610225682,-10800,3452671,Porto Real do Colégio,200,1009,1009,,,,,,,,
125.4808,12.2188,804,Clouds,overcast clouds,04n,stations,299.35,301.1,299.35,299.35,1008,87,3645,5.69,69,99,1610213170,,,PH,1610229700,1610270934,28800,1731248,Alugan,200,1008,1007,,,,,,,,
